"DateTime","4RH","1RV","2RV","3RH","Series 5","Series 6","Series 7"
"2025-06-19 04:46:00",0.32538,1.19909,4.17649,0.26694,,,
"2025-06-19 05:46:00",0.34636,1.28073,4.01086,0.26094,,,
"2025-06-19 06:46:00",0.33152,1.14443,3.85951,0.29384,,,
"2025-06-19 07:46:00",0.32099,1.13306,3.75287,0.25184,,,
"2025-06-19 08:46:00",0.33671,1.28826,4.40963,0.30081,,,
"2025-06-19 09:46:00",0.34083,1.07899,3.54512,0.26894,,,
"2025-06-19 10:46:00",0.34281,1.18958,3.7711,0.29328,,,
"2025-06-19 11:46:00",0.36201,1.10604,3.76867,0.26678,,,
"2025-06-19 12:46:00",0.34331,1.00598,3.72457,0.26552,,,
"2025-06-19 13:46:00",0.31955,1.0403,3.90362,0.24847,,,
"2025-06-19 14:46:00",0.31182,1.17259,4.02308,0.24578,,,
"2025-06-19 15:46:00",0.30304,0.99548,3.77473,0.26414,,,
"2025-06-19 16:46:00",0.29351,1.09957,3.93476,0.26754,,,
"2025-06-19 17:46:00",0.2952,1.16867,4.26012,0.26054,,,
"2025-06-19 18:46:00",0.37086,1.13423,4.03433,0.24459,,,
"2025-06-19 19:46:00",0.36079,1.06192,4.34181,0.23169,,,
"2025-06-19 20:46:00",0.32663,1.2097,4.19541,0.23591,,,
"2025-06-19 21:46:00",0.30349,1.14077,4.00598,0.23834,,,
"2025-06-19 22:46:00",0.30059,1.1238,4.43294,0.25109,,,
"2025-06-19 23:46:00",0.37347,0.93475,3.96237,0.23583,,,
"2025-06-20 00:46:00",0.32641,1.04367,3.92561,0.23927,,,
"2025-06-20 01:46:00",0.33857,0.92844,4.27877,0.23685,,,
"2025-06-20 02:46:00",0.3065,0.93436,3.77574,0.22632,,,
"2025-06-20 03:46:00",0.29368,0.95364,4.04678,0.23394,,,
"2025-06-20 04:46:00",0.28664,0.87748,3.50244,0.2409,,,
"2025-06-20 05:46:00",0.26362,0.89367,4.23141,0.25214,,,
"2025-06-20 06:46:00",0.35198,0.75368,3.87901,0.25326,,,
"2025-06-20 07:46:00",0.2957,0.87529,3.79606,0.26405,,,
