"DateTime","6RV","1RV","2RH","3RV","8RH","7RH","Series 7","Series 8"
"2025-10-26 07:20:00",0.72411,,,,,,,
"2025-10-26 08:20:00",0.74524,,,,,,,
"2025-10-26 09:20:00",0.83039,,,,,,,
"2025-10-26 10:20:00",0.72571,,,,,,,
"2025-10-26 11:20:00",0.74178,,,,,,,
"2025-10-26 12:20:00",0.85558,,,,,,,
"2025-10-26 13:20:00",0.84306,,,,,,,
"2025-10-26 14:20:00",0.81686,,,,,,,
"2025-10-26 15:20:00",0.79885,,,,,,,
"2025-10-26 16:20:00",0.81075,,,,,,,
"2025-10-26 17:20:00",0.81194,,,,,,,
"2025-10-26 18:20:00",0.844,,,,,,,
"2025-10-26 19:20:00",0.8046,,,,,,,
"2025-10-26 20:20:00",0.83469,,,,,,,
"2025-10-26 21:20:00",0.81051,,,,,,,
"2025-10-26 22:20:00",0.82752,,,,,,,
"2025-10-26 23:20:00",0.81456,,,,,,,
"2025-10-27 00:20:00",0.80105,,,,,,,
"2025-10-27 01:20:00",0.68517,,,,,,,
"2025-10-27 02:20:00",0.7193,,,,,,,
"2025-10-27 03:20:00",0.71327,,,,,,,
"2025-10-27 04:20:00",0.69386,,,,,,,
"2025-10-27 05:20:00",0.70641,,,,,,,
"2025-10-27 06:20:00",0.7178,,,,,,,
"2025-10-27 07:20:00",0.79465,,,,,,,
"2025-10-27 08:20:00",0.70866,,,,,,,
"2025-10-27 09:20:00",0.83925,,,,,,,
"2025-10-27 10:20:00",0.34273,,,,,,,
"2025-10-27 11:20:00",0.29824,,,,,,,
"2025-10-27 12:20:00",0.99687,,,,,,,
"2025-10-27 13:20:00",0.86792,,,,,,,
"2025-10-27 14:20:00",0.92216,,,,,,,
"2025-10-27 15:20:00",1.04383,,,,,,,
"2025-10-27 16:20:00",0.85438,,,,,,,
"2025-10-27 17:20:00",0.87676,,,,,,,
"2025-10-27 18:20:00",0.86457,,,,,,,
"2025-10-27 19:20:00",1.02906,,,,,,,
"2025-10-27 20:20:00",0.87582,,,,,,,
"2025-10-27 21:20:00",0.84238,,,,,,,
"2025-10-27 22:20:00",0.8348,,,,,,,
"2025-10-27 23:20:00",0.8328,,,,,,,
"2025-10-28 00:20:00",0.97045,,,,,,,
"2025-10-28 01:20:00",0.85249,,,,,,,
"2025-10-28 02:20:00",0.84166,,,,,,,
"2025-10-28 03:20:00",0.81952,,,,,,,
"2025-10-28 04:20:00",1.03078,,,,,,,
"2025-10-28 05:20:00",0.84592,,,,,,,
"2025-10-28 06:20:00",0.88114,,,,,,,
"2025-10-28 07:20:00",0.8369,,,,,,,
"2025-10-28 08:20:00",0.81687,,,,,,,
"2025-10-28 09:20:00",0.88177,,,,,,,
"2025-10-28 10:20:00",0.85402,,,,,,,
"2025-10-28 11:20:00",0.85595,,,,,,,
"2025-10-28 12:20:00",0.86432,,,,,,,
"2025-10-28 13:20:00",0.89161,,,,,,,
"2025-10-28 14:20:00",0.83686,,,,,,,
"2025-10-28 15:20:00",0.81186,,,,,,,
"2025-10-28 16:20:00",0.81437,,,,,,,
"2025-10-28 17:20:00",0.83827,,,,,,,
"2025-10-28 17:53:44",1.03555,,,,,,,
"2025-10-28 18:20:00",0.85262,,,,,,,
"2025-10-28 19:20:00",0.85786,,,,,,,
"2025-10-28 20:20:00",0.84593,,,,,,,
"2025-10-28 21:20:00",0.84538,,,,,,,
